menu_id,restaurant_id,name,price,image_url
cafe_002_menu_151,cafe_002,(ICE)녹차,3500,
cafe_002_menu_152,cafe_002,(HOT)캐모마일,3500,
cafe_002_menu_153,cafe_002,(ICE)캐모마일,3500,
cafe_002_menu_154,cafe_002,(HOT)페퍼민트,3500,
cafe_002_menu_155,cafe_002,(ICE)페퍼민트,3500,
cafe_002_menu_156,cafe_002,(HOT)얼그레이,3500,
cafe_002_menu_157,cafe_002,(ICE)얼그레이,3500,
cafe_002_menu_158,cafe_002,크로크무슈,4800,
cafe_002_menu_159,cafe_002,감자빵,4500,
cafe_002_menu_160,cafe_002,메가쿠키(마카다미아),2500,
cafe_002_menu_161,cafe_002,메가쿠키(초코칩),2500,
cafe_002_menu_162,cafe_002,엠지씨네 메가칩,2500,
cafe_002_menu_163,cafe_002,치즈케익,4500,
cafe_002_menu_164,cafe_002,초코무스케익,4500,
cafe_002_menu_165,cafe_002,티라미수케익,4500,
cafe_002_menu_166,cafe_002,유니콘프라페마카롱,2700,
cafe_002_menu_167,cafe_002,메가초코마카롱,2700,
cafe_002_menu_168,cafe_002,딸기요거트마카롱,2700,
cafe_003_menu_001,cafe_003,딥 플랫화이트(SMALL SIZE),4000,
cafe_003_menu_002,cafe_003,디카페인 딥 플랫화이트(SMALL SIZE),5000,
cafe_003_menu_003,cafe_003,쿨피치스,5000,
cafe_003_menu_004,cafe_003,"쿨피치스 (1L, 보틀 미포함)",6400,
cafe_003_menu_005,cafe_003,쿨피치스 (보틀포함),7900,
cafe_003_menu_006,cafe_003,쿨파인스,5000,
cafe_003_menu_007,cafe_003,"쿨파인스 (1L, 보틀 미포함)",6400,
cafe_003_menu_008,cafe_003,쿨파인스 (보틀포함),7900,
cafe_003_menu_009,cafe_003,리얼수박주스,6000,
cafe_003_menu_010,cafe_003,리얼수박주스(1L),8500,
cafe_003_menu_011,cafe_003,"리얼수박주스(1L, 보틀포함)",10000,
cafe_003_menu_012,cafe_003,수박 캐모마일 자몽 리프레쉬티,6300,
cafe_003_menu_013,cafe_003,송파라떼(HOT),4900,
cafe_003_menu_014,cafe_003,송파라떼(ICE),4900,
cafe_003_menu_015,cafe_003,디카페인 송파라떼(HOT),5900,
cafe_003_menu_016,cafe_003,디카페인 송파라떼(ICE),5900,
cafe_003_menu_017,cafe_003,클래식도넛(2ea),3500,
cafe_003_menu_018,cafe_003,클래식도넛(4ea),5300,
cafe_003_menu_019,cafe_003,글레이즈도넛(2ea),3500,
